target,target_end_date,location,type,quantile,value,forecast_date,scenario_id,board_name,submission_date,horizon,location_name
3 wk ahead inc death,2021-03-27,AT,quantile,0.35,153.736439729923,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.4,157.856081874462,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.45,161.949219670672,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.5,166.083333333333,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.55,170.325283919666,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.6,174.748988402309,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.65,179.44465797312,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.7,184.532794024127,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.75,190.189221601702,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.8,196.696684168959,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.85,204.569704365582,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.9,214.935004395594,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.95,231.293972431482,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.975,246.510793775899,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
3 wk ahead inc death,2021-03-27,AT,quantile,0.99,265.49560999808,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,3,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.01,14538.558351379,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.025,15407.9111952995,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.05,16201.4307648048,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.1,17172.4050503897,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.15,17863.4502178352,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.2,18434.3698631768,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.25,18940.069696257,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.3,19407.1226883191,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.35,19851.142726096,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.4,20282.7235897259,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.45,20710.0206760098,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.5,21140.12,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.55,21579.9462528418,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.6,22037.0591471932,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.65,22520.5902770842,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.7,23042.6421698368,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.75,23620.7720160517,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.8,24283.0903720957,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.85,25080.5667267199,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.9,26124.4233298237,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.95,27758.7720372691,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.975,29265.6812968968,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc case,2021-04-03,AT,quantile,0.99,31129.2214479654,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.01,118.577227387834,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.025,128.517147821308,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.05,137.758064233898,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.1,149.274978255199,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.15,157.607038355323,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.2,164.573073394063,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.25,170.804109188125,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.3,176.608667298788,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.35,182.170455490213,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.4,187.616390392075,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.45,193.04647917305,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.5,198.55,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.55,204.216652645469,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.6,210.146851013021,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.65,216.464394296175,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.7,223.335931949987,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.75,231.006033052941,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.8,239.869758839495,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.85,250.648809583038,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.9,264.929813256835,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.95,287.668425888146,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.975,309.029484576151,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
4 wk ahead inc death,2021-04-03,AT,quantile,0.99,335.949909451602,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,4,Austria
1 wk ahead inc case,2021-03-13,BE,quantile,0.01,12816.2059827851,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,1,Belgium
1 wk ahead inc case,2021-03-13,BE,quantile,0.025,13366.7669276202,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,1,Belgium
1 wk ahead inc case,2021-03-13,BE,quantile,0.05,13860.4950006307,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,1,Belgium
1 wk ahead inc case,2021-03-13,BE,quantile,0.1,14454.0055359539,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,1,Belgium
1 wk ahead inc case,2021-03-13,BE,quantile,0.15,14869.7309526186,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,1,Belgium
1 wk ahead inc case,2021-03-13,BE,quantile,0.2,15209.232099363,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,1,Belgium
1 wk ahead inc case,2021-03-13,BE,quantile,0.25,15507.0853006498,2021-03-08,forecast,EpiExpert-ensemble,2021-03-08,1,Belgium
